restaurant_id,master_business_id,name,business_status,address,city,website,geometry_location_lat,geometry_location_lng,geometry_viewport_northeast_lat,geometry_viewport_northeast_lng,geometry_viewport_southwest_lat,geometry_viewport_southwest_lng,opening_hours_open_now,place_id,plus_code_compound_code,plus_code_global_code,price_level,rating,reference,types,user_ratings_total,normalized_name,is_active,created_at
1,223,Uptown Social House,OPERATIONAL,"1900 Walkers Line, Burlington, ON L7M 4W5, Canada", Burlington,https://uptownsocialhouse.ca/,43.3784,-79.8055,43.3798,-79.8042,43.3771,-79.8069,f,ChIJlcR9YQthK4gRKXAzDspNXK4,"95HV+9R Burlington, Ontario",87M295HV+9R,2,4.4,ChIJlcR9YQthK4gRKXAzDspNXK4,meal_takeaway,556,uptown social house,t,2024-12-31 05:23:56.378934
2,269,Mount Royal Family Restaurant,OPERATIONAL,"2029 Mt Forest Dr, Burlington, ON L7P 1H4, Canada", Burlington,"NULL",43.34788,-79.8274,43.34921,-79.826,43.34651,-79.8287,f,ChIJbdwmiPdhK4gRqi0e2pbI0LA,"85XF+52 Burlington, Ontario",87M285XF+52,1,4.2,ChIJbdwmiPdhK4gRqi0e2pbI0LA,restaurant,711,mount royal family restaurant,t,2024-12-31 05:23:56.42424
3,618,Downtown Bistro & Grill | Casual Fine Dining,OPERATIONAL,"441 Elizabeth St, Burlington, ON L7R 2L8, Canada", Burlington,https://downtownbistro.ca/,43.32661,-79.7966,43.32793,-79.7953,43.32523,-79.798,f,ChIJJ3hmZiWeLIgREL1009fY8pw,"86G3+M9 Burlington, Ontario",87M286G3+M9,2,4.6,ChIJJ3hmZiWeLIgREL1009fY8pw,restaurant,359,downtown bistro & grill | casual fine dining,t,2024-12-31 05:23:56.526746
4,531,MYTHOS Greek Cuisine | Wine Bar,OPERATIONAL,"3500 Fairview St, Burlington, ON L7N 2R5, Canada", Burlington,"NULL",43.35832,-79.7804,43.35975,-79.7792,43.35705,-79.7819,f,ChIJB0KuBN2dLIgRV6-5oTe0yUc,"9659+8R Burlington, Ontario",87M29659+8R,2,4.3,ChIJB0KuBN2dLIgRV6-5oTe0yUc,restaurant,1147,mythos greek cuisine | wine bar,t,2024-12-31 05:23:56.571672
5,573,Sunset Bistro On The Waterfront,OPERATIONAL,"399 Elizabeth St Unit 3, Burlington, ON L7R 0A4, Canada", Burlington,https://sunsetbistro.ca/,43.32528,-79.7946,43.32661,-79.7931,43.32391,-79.7958,f,ChIJnUpjlqufLIgRdHb1QdwMC-0,"86G4+45 Burlington, Ontario",87M286G4+45,NULL,4.3,ChIJnUpjlqufLIgRdHb1QdwMC-0,restaurant,187,sunset bistro on the waterfront,t,2024-12-31 05:23:56.611326
6,541,Lugano Pizza,OPERATIONAL,"353 Brant St, Burlington, ON L7R 2E7, Canada", Burlington,"NULL",43.3248,-79.7963,43.3261,-79.795,43.3234,-79.7977,f,ChIJ492AG9w0K4gRxacJBMiGRIg,"86F3+WF Burlington, Ontario",87M286F3+WF,1,4.5,ChIJ492AG9w0K4gRxacJBMiGRIg,meal_takeaway,543,lugano pizza,t,2024-12-31 05:23:56.65412
7,584,Lucky Wok,OPERATIONAL,"4033 New St, Burlington, ON L7L 1S8, Canada", Burlington,"NULL",43.35441,-79.7691,43.3558,-79.7677,43.3531,-79.7704,f,ChIJLY_V10ZgK4gRtbS1bWeL0bw,"963J+Q9 Burlington, Ontario",87M2963J+Q9,1,3.6,ChIJLY_V10ZgK4gRtbS1bWeL0bw,restaurant,214,lucky wok,t,2024-12-31 05:23:56.692902
8,770,China Star,OPERATIONAL,"728 Burloak Dr, Burlington, ON L7L 6P3, Canada", Burlington,"NULL",43.38853,-79.7484,43.3899,-79.747,43.3872,-79.7497,f,ChIJczUrY6JgK4gRoYN8js-I5sU,"97Q2+CJ Burlington, Ontario",87M297Q2+CJ,1,3.8,ChIJczUrY6JgK4gRoYN8js-I5sU,restaurant,110,china star,t,2024-12-31 05:23:56.730822
9,213,Daytime Grill,OPERATIONAL,"1860 Appleby Line, Burlington, ON L7L 0B7, Canada", Burlington,"NULL",43.39122,-79.7882,43.39261,-79.7869,43.38991,-79.7896,f,ChIJ6fZBzSFhK4gRmT6cwkm7Y6E,"96R6+FP Burlington, Ontario",87M296R6+FP,1,4.2,ChIJ6fZBzSFhK4gRmT6cwkm7Y6E,restaurant,294,daytime grill,t,2024-12-31 05:23:56.76838
10,270,Charcoal Pit,OPERATIONAL,"2031 Lakeshore Rd., Burlington, ON L7R 0A4, Canada", Burlington,"NULL",43.32523,-79.7951,43.32657,-79.7937,43.32387,-79.7964,f,ChIJG9AI4C-eLIgROUI8T9CVWgo,"86G3+3X Burlington, Ontario",87M286G3+3X,1,4.3,ChIJG9AI4C-eLIgROUI8T9CVWgo,restaurant,1141,charcoal pit,t,2024-12-31 05:23:56.807147
11,536,Zesty - Shawarma Saj Catering,OPERATIONAL,"3505 Upper Middle Rd, Burlington, ON L7M 4C6, Canada", Burlington,"NULL",43.37994,-79.808,43.38127,-79.8066,43.37857,-79.8093,f,ChIJAQz5R3NhK4gRg0YBZAS3c0c,"95HR+XR Burlington, Ontario",87M295HR+XR,1,4.5,ChIJAQz5R3NhK4gRg0YBZAS3c0c,restaurant,977,zesty - shawarma saj catering,t,2024-12-31 05:23:56.846151
12,155,Sultan's Wings & Kabob Shop,OPERATIONAL,"1500 Upper Middle Rd, Burlington, ON L7P 3P5, Canada", Burlington,"NULL",43.35595,-79.845,43.35734,-79.8437,43.35464,-79.8464,f,ChIJu3ShXhZiK4gRMKi3sLQQH4M,"9544+92 Burlington, Ontario",87M29544+92,1,4.6,ChIJu3ShXhZiK4gRMKi3sLQQH4M,restaurant,658,sultan's wings & kabob shop,t,2024-12-31 05:23:56.890684
13,369,Sea Shanty Fish & Chips,OPERATIONAL,"2455 Mt Forest Dr, Burlington, ON L7P 1J7, Canada", Burlington,"NULL",43.35972,-79.8158,43.36102,-79.8143,43.35832,-79.817,f,ChIJRQwuy5NhK4gRyJ-bqtcktp4,"955M+VM Burlington, Ontario",87M2955M+VM,1,4.4,ChIJRQwuy5NhK4gRyJ-bqtcktp4,restaurant,279,sea shanty fish & chips,t,2024-12-31 05:23:56.929448
15,755,Chef Grande Mediterranean Cuisine,OPERATIONAL,"676 Appleby Line e103, Burlington, ON L7L 6J9, Canada", Burlington,"NULL",43.37156,-79.7617,43.37293,-79.7605,43.37023,-79.7632,f,ChIJnfSIzopgK4gRQ6TWjPrJMEo,"96CQ+J8 Burlington, Ontario",87M296CQ+J8,1,4.5,ChIJnfSIzopgK4gRQ6TWjPrJMEo,restaurant,887,chef grande mediterranean cuisine,t,2024-12-31 05:23:57.042885
16,46,Mike & Vydia's Sandwich Garden,OPERATIONAL,"1122 International Blvd, Burlington, ON L7L 6Z8, Canada", Burlington,"NULL",43.39169,-79.7623,43.39314,-79.761,43.39044,-79.7637,f,ChIJvYSWY79gK4gRPc71zbsivE8,"96RQ+M3 Burlington, Ontario",87M296RQ+M3,1,4.8,ChIJvYSWY79gK4gRPc71zbsivE8,restaurant,239,mike & vydia's sandwich garden,t,2024-12-31 05:23:57.081489
17,740,Sakis Mediterranean & Greek Restaurant,OPERATIONAL,"645 Plains Rd E, Burlington, ON L7T 4J5, Canada", Burlington,"NULL",43.32294,-79.8321,43.32424,-79.8307,43.32155,-79.8334,f,ChIJZ-5emuGdLIgRENkc6vxIhcY,"85F9+55 Burlington, Ontario",87M285F9+55,1,4.6,ChIJZ-5emuGdLIgRENkc6vxIhcY,restaurant,740,sakis mediterranean & greek restaurant,t,2024-12-31 05:23:57.120738
18,581,Babaz+,OPERATIONAL,"4000 Mainway, Burlington, ON L7M 4B9, Canada", Burlington,"NULL",43.37182,-79.7942,43.37325,-79.7928,43.37055,-79.7955,f,ChIJWWJaGqhhK4gRG793CcVMFcA,"96C4+Q7 Burlington, Ontario",87M296C4+Q7,1,4.4,ChIJWWJaGqhhK4gRG793CcVMFcA,restaurant,307,babaz+,t,2024-12-31 05:23:57.160473
19,715,Pho Mi T&T,OPERATIONAL,"583 Brant St, Burlington, ON L7R 2G6, Canada", Burlington,"NULL",43.32973,-79.8024,43.3311,-79.8011,43.3284,-79.8038,f,ChIJpawHlSOeLIgRX7eLH_7BNXE,"85HX+V3 Burlington, Ontario",87M285HX+V3,1,4.3,ChIJpawHlSOeLIgRX7eLH_7BNXE,restaurant,605,pho mi t&t,t,2024-12-31 05:23:57.198128
20,420,Waffle House,OPERATIONAL,"2701 Alamance Rd, Burlington, NC 27215, United States", Burlington,"NULL",36.06433,-79.4699,36.06551,-79.4684,36.06281,-79.4711,f,ChIJ1b6D_P0rU4gRgWpsFZA-WeQ,"3G7J+P2 Burlington, North Carolina, USA",87823G7J+P2,1,4.1,ChIJ1b6D_P0rU4gRgWpsFZA-WeQ,meal_takeaway,1121,waffle house,t,2024-12-31 05:23:57.236589
21,79,Costco Food Court,OPERATIONAL,"1225 Brant St, Burlington, ON L7P 5C7, Canada", Burlington,"NULL",43.34435,-79.8217,43.34568,-79.8207,43.34298,-79.8234,f,ChIJU2GPVvphK4gRVRgzWRX6LoM,"85VH+P8 Burlington, Ontario",87M285VH+P8,1,4.3,ChIJU2GPVvphK4gRVRgzWRX6LoM,meal_takeaway,17,costco food court,t,2024-12-31 05:23:57.274165
22,694,Tha Spice is Right,CLOSED_TEMPORARILY,"5353 Lakeshore Rd. #24, Burlington, ON L7L 1C8, Canada", Burlington,"NULL",43.36776,-79.733,43.3689,-79.7315,43.3662,-79.7342,f,ChIJH-slwixeK4gRD1etGwWMnO0,"9798+4Q Burlington, Ontario",87M29798+4Q,1,4.3,ChIJH-slwixeK4gRD1etGwWMnO0,restaurant,63,tha spice is right,t,2024-12-31 05:23:57.319611
23,604,Bo's Sports Bar,OPERATIONAL,"419 Dundas St E, Waterdown, ON L0R 2H1, Canada", Waterdown,"NULL",43.3408,-79.8846,43.34212,-79.8832,43.33942,-79.8859,f,ChIJmw5rmiydLIgRQYBw_MfWoNI,"84R8+85 Hamilton, Ontario",87M284R8+85,1,4.5,ChIJmw5rmiydLIgRQYBw_MfWoNI,bar,197,bo's sports bar,t,2024-12-31 05:23:57.358176
24,528,Jitterbug Cafe,OPERATIONAL,"35 Main St N, Waterdown, ON L0R 2H0, Canada", Waterdown,"NULL",43.33424,-79.8943,43.33559,-79.893,43.33289,-79.8957,f,ChIJX6o51ISELIgRjyfLg1HiJlo,"84M4+M7 Hamilton, Ontario",87M284M4+M7,1,4.7,ChIJX6o51ISELIgRjyfLg1HiJlo,cafe,189,jitterbug cafe,t,2024-12-31 05:23:57.396521
25,51,Dragon Island Chinese Restaurant,OPERATIONAL,"115 Hamilton St N Unit 9, Waterdown, ON L0R 2H5, Canada", Waterdown,https://www.dragonisland.ca/,43.33513,-79.9038,43.33655,-79.9024,43.33385,-79.9051,f,ChIJqSQ0u1ydLIgRLUiYuNVGFQ4,"83PW+3F Hamilton, Ontario",87M283PW+3F,1,3.5,ChIJqSQ0u1ydLIgRLUiYuNVGFQ4,meal_takeaway,108,dragon island chinese restaurant,t,2024-12-31 05:23:57.434528
26,247,AB Sports Bar,OPERATIONAL,"2000 Appleby Line, Burlington, ON L7L 6M6, Canada", Burlington,"NULL",43.39366,-79.7912,43.39503,-79.79,43.39233,-79.7927,f,ChIJH971MSJhK4gRNS34fJ5aJ0g,"96V5+FG Burlington, Ontario",87M296V5+FG,2,4,ChIJH971MSJhK4gRNS34fJ5aJ0g,bar,746,ab sports bar,t,2024-12-31 05:23:57.472433
27,126,Shooterville Billiards Bar & Grill,OPERATIONAL,"1400 Plains Rd E #202, Burlington, ON L7R 3P8, Canada", Burlington,"NULL",43.33651,-79.8178,43.33796,-79.8166,43.33526,-79.8193,f,ChIJ4cSAVx2eLIgRLDREcSjjzYo,"85PJ+JV Burlington, Ontario",87M285PJ+JV,2,4.3,ChIJ4cSAVx2eLIgRLDREcSjjzYo,bar,462,shooterville billiards bar & grill,t,2024-12-31 05:23:57.511427
28,220,Applestone Pizzeria,OPERATIONAL,"1900 Appleby Line, Burlington, ON L7L 0B7, Canada", Burlington,"NULL",43.39152,-79.7891,43.39291,-79.7876,43.39021,-79.7903,f,ChIJHYAfih9hK4gRvNsNpdW94bo,"96R6+J9 Burlington, Ontario",87M296R6+J9,2,4.6,ChIJHYAfih9hK4gRvNsNpdW94bo,meal_delivery,383,applestone pizzeria,t,2024-12-31 05:23:57.548175
29,794,Jasmine Rice,OPERATIONAL,"777 Guelph Line, Burlington, ON L7R 4K2, Canada", Burlington,"NULL",43.3477,-79.7933,43.34918,-79.7917,43.34648,-79.7944,f,ChIJyeuCl8VhK4gRt0Fo-IQj3oM,"86X4+3M Burlington, Ontario",87M286X4+3M,2,4.1,ChIJyeuCl8VhK4gRt0Fo-IQj3oM,restaurant,178,jasmine rice,t,2024-12-31 05:23:57.587703
30,544,Hakka Rise & MoMo House,OPERATIONAL,"3537 Fairview St unit 3, Burlington, ON L7N 2R4, Canada", Burlington,"NULL",43.36011,-79.7806,43.36143,-79.7792,43.35873,-79.7819,f,ChIJJQcW1RphK4gRCq5iJMrsgRg,"9669+2P Burlington, Ontario",87M29669+2P,2,4.4,ChIJJQcW1RphK4gRCq5iJMrsgRg,restaurant,744,hakka rise & momo house,t,2024-12-31 05:23:57.628258
31,741,Skyway Diner,OPERATIONAL,"645 Plains Rd E, Burlington, ON L7T 4J5, Canada", Burlington,"NULL",43.32264,-79.8322,43.32405,-79.8304,43.32135,-79.8331,f,ChIJoywsG7adLIgRDCGwN4Z9XdI,"85F9+34 Burlington, Ontario",87M285F9+34,2,4.2,ChIJoywsG7adLIgRDCGwN4Z9XdI,restaurant,1062,skyway diner,t,2024-12-31 05:23:57.666582
32,141,The Wingery,OPERATIONAL,"1450 Headon Rd Unit 9, Burlington, ON L7M 3Z5, Canada", Burlington,"NULL",43.373,-79.8094,43.37444,-79.8079,43.37174,-79.8106,f,ChIJJSniecNhK4gRLupLf9ZGb9s,"95FR+56 Burlington, Ontario",87M295FR+56,2,3.8,ChIJJSniecNhK4gRLupLf9ZGb9s,meal_takeaway,227,the wingery,t,2024-12-31 05:23:57.704523
33,233,Hibachi Teppanyaki Restaurant,OPERATIONAL,"1940 Appleby Line, Burlington, ON L7L 0B7, Canada", Burlington,"NULL",43.39206,-79.7908,43.39344,-79.7894,43.39074,-79.7921,f,ChIJj7vJyCNhK4gR5sICTHJ-byc,"96R5+RM Burlington, Ontario",87M296R5+RM,2,4.2,ChIJj7vJyCNhK4gR5sICTHJ-byc,restaurant,1265,hibachi teppanyaki restaurant,t,2024-12-31 05:23:57.742475
34,351,Bento Box,OPERATIONAL,"2405 Fairview St, Burlington, ON L7R 2E3, Canada", Burlington,"NULL",43.34605,-79.7997,43.34728,-79.7982,43.34458,-79.8009,f,ChIJ-YqiA8VhK4gRtpSKb3CPdok,"86W2+C4 Burlington, Ontario",87M286W2+C4,2,4.6,ChIJ-YqiA8VhK4gRtpSKb3CPdok,restaurant,447,bento box,t,2024-12-31 05:23:57.780514
35,597,Sakai Japanese And Korean Restaurant,OPERATIONAL,"4155 Fairview St #22, Burlington, ON L7L 2A4, Canada", Burlington,"NULL",43.3646,-79.7749,43.3658,-79.7734,43.3631,-79.7761,f,ChIJU--CX1BgK4gRnr1uLKc88nw,"967G+R2 Burlington, Ontario",87M2967G+R2,2,4.5,ChIJU--CX1BgK4gRnr1uLKc88nw,meal_takeaway,880,sakai japanese and korean restaurant,t,2024-12-31 05:23:57.820504
36,256,Imi Japanese Cuisine,OPERATIONAL,"2011 Plains Rd E #1, Burlington, ON L7R 0A6, Canada", Burlington,"NULL",43.33881,-79.8174,43.34002,-79.8161,43.33732,-79.8188,f,ChIJq_pB5-JhK4gRfsrDuyzs8KA,"85QM+G2 Burlington, Ontario",87M285QM+G2,2,4,ChIJq_pB5-JhK4gRfsrDuyzs8KA,meal_delivery,671,imi japanese cuisine,t,2024-12-31 05:23:57.858329
37,558,MoMo Sushi Burlington,OPERATIONAL,"366 Plains Rd E, Burlington, ON L7T 0A4, Canada", Burlington,"NULL",43.31571,-79.8405,43.31713,-79.8392,43.31443,-79.8419,f,ChIJq6r-ttydLIgR-QJ28axizGM,"8585+7Q Burlington, Ontario",87M28585+7Q,2,4.8,ChIJq6r-ttydLIgR-QJ28axizGM,meal_takeaway,305,momo sushi burlington,t,2024-12-31 05:23:57.896255
38,863,Sakura Ichiban Express,OPERATIONAL,"Guelph Line, Burlington, ON L7R 4K2, Canada", Burlington,"NULL",43.34856,-79.7949,43.3501,-79.7934,43.3474,-79.7961,f,ChIJyeuCl8VhK4gRLwaXhupO7hg,"86X4+C2 Burlington, Ontario",87M286X4+C2,2,4.3,ChIJyeuCl8VhK4gRLwaXhupO7hg,restaurant,94,sakura ichiban express,t,2024-12-31 05:23:57.934318
39,772,Kudo Sushi - Japanese Cuisine,OPERATIONAL,"738 Burloak Dr, Burlington, ON L7L 0B1, Canada", Burlington,"NULL",43.38888,-79.7484,43.39029,-79.7472,43.38759,-79.7499,f,ChIJE514YKJgK4gRQL0_KbVsRnk,"97Q2+HJ Burlington, Ontario",87M297Q2+HJ,2,4.4,ChIJE514YKJgK4gRQL0_KbVsRnk,restaurant,411,kudo sushi - japanese cuisine,t,2024-12-31 05:23:57.972639
40,162,Kwality Fine Indian Cuisine Restaurant,OPERATIONAL,"1505 Guelph Line, Burlington, ON L7P 3B6, Canada", Burlington,"NULL",43.36459,-79.8193,43.36595,-79.818,43.36325,-79.8207,f,ChIJJzbI0o9hK4gR5rE7GvM90rg,"957J+R7 Burlington, Ontario",87M2957J+R7,2,3.6,ChIJJzbI0o9hK4gR5rE7GvM90rg,meal_delivery,644,kwality fine indian cuisine restaurant,t,2024-12-31 05:23:58.018228
41,526,The Bombay Grill,OPERATIONAL,"3480 Fairview St, Burlington, ON L7N 2R5, Canada", Burlington,"NULL",43.35747,-79.7812,43.35888,-79.7801,43.35618,-79.7828,f,ChIJU4T_aUxgK4gRNrxZSzW-ww4,"9649+XG Burlington, Ontario",87M29649+XG,2,4.3,ChIJU4T_aUxgK4gRNrxZSzW-ww4,restaurant,1041,the bombay grill,t,2024-12-31 05:23:58.063532
42,6,Ben Thanh,OPERATIONAL,"2080 Appleby Line, Burlington, ON L7L 6M6, Canada", Burlington,"NULL",43.39672,-79.7965,43.39812,-79.7951,43.39542,-79.7978,f,ChIJdz_3riRhK4gRq1r776vqeDg,"96W3+M9 Burlington, Ontario",87M296W3+M9,2,4.2,ChIJdz_3riRhK4gRq1r776vqeDg,restaurant,1117,ben thanh,t,2024-12-31 05:23:58.155611
43,871,Crema Di Gelato,OPERATIONAL,"right next to Nishi Greek Taverna Restaurant The only place in Burlington where gelato made fresh in store, 100% real, 415 Locust Street Entrance is on, Locust St, Burlington, ON L7S 2J1, Canada", Burlington,"NULL",43.32408,-79.7971,43.32539,-79.7958,43.32269,-79.7985,f,ChIJxTmopTqeLIgRC--B7J41thg,"86F3+J5 Burlington, Ontario",87M286F3+J5,2,4.5,ChIJxTmopTqeLIgRC--B7J41thg,food,366,crema di gelato,t,2024-12-31 05:23:58.194232
44,259,RC'S Boardwalk Fries & Ice Cream Parlour,OPERATIONAL,"2013 Lakeshore Rd., Burlington, ON L7R 1A1, Canada", Burlington,"NULL",43.32477,-79.7957,43.32605,-79.7943,43.32335,-79.797,f,ChIJ258BBDCeLIgRXFiBwxGIr2s,"86F3+WP Burlington, Ontario",87M286F3+WP,2,4.5,ChIJ258BBDCeLIgRXFiBwxGIr2s,cafe,393,rc's boardwalk fries & ice cream parlour,t,2024-12-31 05:23:58.234395
45,652,Corn Beef Hut,OPERATIONAL,"476 Brant St, Burlington, ON L7R 2G4, Canada", Burlington,"NULL",43.327,-79.8,43.3284,-79.7986,43.3257,-79.8013,f,ChIJ_cnC9ZYkWkARMsA1XdsigZ8,"86G2+R2 Burlington, Ontario",87M286G2+R2,2,4.7,ChIJ_cnC9ZYkWkARMsA1XdsigZ8,restaurant,441,corn beef hut,t,2024-12-31 05:23:58.273605
46,833,Refuel juicery,OPERATIONAL,"900 Mapleview Av, Burlington, ON L7S 2J8, Canada", Burlington,"NULL",43.32564,-79.8203,43.32683,-79.8192,43.32413,-79.8219,f,ChIJRUw98A-eLIgROGOqPwEVpbs,"85GH+7V Burlington, Ontario",87M285GH+7V,2,4,ChIJRUw98A-eLIgROGOqPwEVpbs,food,116,refuel juicery,t,2024-12-31 05:23:58.312819
47,631,Mayjjana Restaurant & Lounge,OPERATIONAL,"4490 Fairview St, Burlington, ON L7L 5P9, Canada", Burlington,"NULL",43.37229,-79.7622,43.37361,-79.7613,43.37091,-79.764,f,ChIJg7b1e_ZhK4gRaeVvw9l_kk4,"96CQ+W4 Burlington, Ontario",87M296CQ+W4,2,4.5,ChIJg7b1e_ZhK4gRaeVvw9l_kk4,restaurant,368,mayjjana restaurant & lounge,t,2024-12-31 05:23:58.3574
48,776,Terra Nossa Brazilian Grill Burlington Mall,OPERATIONAL,"75 Middlesex Turnpike, Burlington, MA 01803, United States", Burlington,"NULL",42.48239,-71.2137,42.48341,-71.2126,42.48071,-71.2153,f,ChIJp5XipP-f44kRwRYXtUm8AIE,"FQJP+XG Burlington, Massachusetts, USA",87JCFQJP+XG,2,4.9,ChIJp5XipP-f44kRwRYXtUm8AIE,restaurant,291,terra nossa brazilian grill burlington mall,t,2024-12-31 05:23:58.396218
49,817,Asiana Noodle Shop,OPERATIONAL,"88 Church St, Burlington, VT 05401, United States", Burlington,"NULL",44.47795,-73.2124,44.47942,-73.2112,44.47672,-73.2139,f,ChIJ379HpCp7ykwRApo8kTKwBOQ,"FQHQ+53 Burlington, Vermont, USA",87P8FQHQ+53,2,4.3,ChIJ379HpCp7ykwRApo8kTKwBOQ,restaurant,204,asiana noodle shop,t,2024-12-31 05:23:58.43621
50,469,Copper Kettle Cafe,OPERATIONAL,"312 Dundas St E #4, Waterdown, ON L0R 2H5, Canada", Waterdown,"NULL",43.33342,-79.8926,43.33473,-79.8914,43.33203,-79.8941,f,ChIJlzSb8zmdLIgRO1N4dxenhPg,"84M4+9W Hamilton, Ontario",87M284M4+9W,2,4.5,ChIJlzSb8zmdLIgRO1N4dxenhPg,cafe,1128,copper kettle cafe,t,2024-12-31 05:23:58.479162
51,665,Marciano's Pasta Cafe,OPERATIONAL,"5 Mill St S, Waterdown, ON L0R 2H5, Canada", Waterdown,"NULL",43.33436,-79.8915,43.33568,-79.8902,43.33298,-79.8929,f,ChIJbd1_4mWdLIgRDUU4S8i51Zg,"84M5+PC Hamilton, Ontario",87M284M5+PC,2,4.6,ChIJbd1_4mWdLIgRDUU4S8i51Zg,restaurant,513,marciano's pasta cafe,t,2024-12-31 05:23:58.518169
52,52,The Watermark Taphouse & Grille,OPERATIONAL,"115 Hamilton St N, Waterdown, ON L8B 1A8, Canada", Waterdown,https://www.thewatermarktaphouse.com/,43.33504,-79.902,43.33653,-79.9004,43.33383,-79.9031,f,ChIJwdT-rlydLIgRkmyewoTZ4rM,"83PX+26 Hamilton, Ontario",87M283PX+26,2,4.4,ChIJwdT-rlydLIgRkmyewoTZ4rM,bar,585,the watermark taphouse & grille,t,2024-12-31 05:23:58.559632
53,307,Sushi Masayuki,OPERATIONAL,"2180 Itabashi Way, Burlington, ON L7M 5A5, Canada", Burlington,"NULL",43.3878,-79.7942,43.3891,-79.7928,43.3864,-79.7955,f,ChIJB6oq8xlhK4gRIyoP1YK67W4,"96Q4+48 Burlington, Ontario",87M296Q4+48,3,4.6,ChIJB6oq8xlhK4gRIyoP1YK67W4,restaurant,369,sushi masayuki,t,2024-12-31 05:23:58.596396
