restaurant_id,master_business_id,name,business_status,address,city,website,geometry_location_lat,geometry_location_lng,geometry_viewport_northeast_lat,geometry_viewport_northeast_lng,geometry_viewport_southwest_lat,geometry_viewport_southwest_lng,opening_hours_open_now,place_id,plus_code_compound_code,plus_code_global_code,price_level,rating,reference,types,user_ratings_total,normalized_name,is_active,created_at
54,623,Nai Restaurant,OPERATIONAL,"4460 Fairview St b105 b107, Burlington, ON L7L 5P9, Canada", Burlington,"NULL",43.37213,-79.7631,43.37351,-79.7618,43.37081,-79.7645,f,ChIJxVlk1VNhK4gRkGJSYLa17Hs,"96CP+VQ Burlington, Ontario",87M296CP+VQ,4,4.4,ChIJxVlk1VNhK4gRkGJSYLa17Hs,night_club,1269,nai restaurant,t,2024-12-31 05:23:58.636579
55,59,The Redwoods Bar & Grill,OPERATIONAL,"1179 Northside Rd, Burlington, ON L7M 1H5, Canada", Burlington,https://redwoodsbar.ca/,43.36124,-79.8039,43.36243,-79.8027,43.35973,-79.8054,f,ChIJjyD5ULxhK4gRaMpw7V8LC1k,"956W+FC Burlington, Ontario",87M2956W+FC,NULL,NULL,ChIJjyD5ULxhK4gRaMpw7V8LC1k,bar,NULL,the redwoods bar & grill,t,2024-12-31 05:23:58.674443
56,603,Island Nightclub Patio Bar,OPERATIONAL,"4170 S Service Rd, Burlington, ON L7L 4X5, Canada", Burlington,"NULL",43.37039,-79.7821,43.37162,-79.781,43.36892,-79.7837,f,ChIJRzbzclVgK4gRPfomES8OiUU,"96C9+54 Burlington, Ontario",87M296C9+54,NULL,2.6,ChIJRzbzclVgK4gRPfomES8OiUU,night_club,79,island nightclub patio bar,t,2024-12-31 05:23:58.712425
57,591,Brooklyn's Bar & Grill,OPERATIONAL,"4065 Harvester Rd, Burlington, ON L7N 3R8, Canada", Burlington,"NULL",43.3645,-79.782,43.36581,-79.7808,43.36311,-79.7835,f,ChIJK8BSuFNgK4gR4p59_0Y76Vc,"9679+R5 Burlington, Ontario",87M29679+R5,NULL,3.8,ChIJK8BSuFNgK4gR4p59_0Y76Vc,bar,4,brooklyn's bar & grill,t,2024-12-31 05:23:58.751501
58,601,Play Bar,OPERATIONAL,"4166 S Service Rd, Burlington, ON L7L 4X5, Canada", Burlington,"NULL",43.37037,-79.7822,43.37163,-79.781,43.36893,-79.7837,f,ChIJo0u2c1VgK4gRcaJulfMrFow,"96C9+54 Burlington, Ontario",87M296C9+54,NULL,NULL,ChIJo0u2c1VgK4gRcaJulfMrFow,bar,NULL,play bar,t,2024-12-31 05:23:58.794125
59,851,THE KITCHEN Restaurant&Bar,OPERATIONAL,"960 Cumberland Ave, Burlington, ON L7N 3J7, Canada", Burlington,"NULL",43.35755,-79.7946,43.35905,-79.7931,43.35635,-79.7958,f,ChIJG7ZYxiNhK4gRD111w3h9cM4,"9654+25 Burlington, Ontario",87M29654+25,NULL,NULL,ChIJG7ZYxiNhK4gRD111w3h9cM4,restaurant,NULL,the kitchen restaurant&bar,t,2024-12-31 05:23:58.834766
60,632,Pizza Boat (Turkish Pizza Restaurant),OPERATIONAL,"4490 Fairview St, Burlington, ON L7L 5P9, Canada", Burlington,"NULL",43.37281,-79.7619,43.37422,-79.7605,43.37152,-79.7632,f,ChIJSx8rsmlhK4gResBHP6zeb1E,"96FQ+46 Burlington, Ontario",87M296FQ+46,NULL,4.8,ChIJSx8rsmlhK4gResBHP6zeb1E,restaurant,448,pizza boat (turkish pizza restaurant),t,2024-12-31 05:23:58.872958
61,486,Plaza,OPERATIONAL,"3247 Appleby Line, Burlington, ON L7M 0V7, Canada", Burlington,"NULL",43.41204,-79.8134,43.41341,-79.8122,43.41071,-79.8149,f,ChIJlaqoawBhK4gRd5vdCyTeTwA,"C56P+RJ Burlington, Ontario",87M2C56P+RJ,NULL,NULL,ChIJlaqoawBhK4gRd5vdCyTeTwA,restaurant,NULL,plaza,t,2024-12-31 05:23:58.91147
62,456,Camila,OPERATIONAL,"3051 Walkers Line Unit 2, Burlington, ON L7M 0W3, Canada", Burlington,"NULL",43.39378,-79.8238,43.39508,-79.8225,43.39238,-79.8252,f,ChIJLeFkkiVhK4gR-PzCYOnJYFw,"95VG+GF Burlington, Ontario",87M295VG+GF,NULL,4.8,ChIJLeFkkiVhK4gR-PzCYOnJYFw,restaurant,259,camila,t,2024-12-31 05:23:58.951019
63,589,50 Pesos Kitchen & Food Truck,OPERATIONAL,"4055 Harvester Rd #5, Burlington, ON L7L 5Z7, Canada", Burlington,"NULL",43.36435,-79.7825,43.36577,-79.7812,43.36307,-79.7839,f,ChIJNSjd-FJgK4gR7cbj8XgzKRs,"9678+PX Burlington, Ontario",87M29678+PX,NULL,4.8,ChIJNSjd-FJgK4gR7cbj8XgzKRs,restaurant,491,50 pesos kitchen & food truck,t,2024-12-31 05:23:58.988922
64,297,Golden Harvest Asian Cuisine,OPERATIONAL,"2146 Mountain Grove Ave, Burlington, ON L7P 2J3, Canada", Burlington,"NULL",43.36738,-79.8273,43.36865,-79.8258,43.36595,-79.8285,f,ChIJfXaKNYZhK4gRvzUZ5iQkQRE,"958F+X3 Burlington, Ontario",87M2958F+X3,NULL,3.8,ChIJfXaKNYZhK4gRvzUZ5iQkQRE,meal_delivery,138,golden harvest asian cuisine,t,2024-12-31 05:23:59.034886
65,211,Jiayan Chinese Restaurant,OPERATIONAL,"1860 Appleby Line Unit 18, Burlington, ON L7L 0B7, Canada", Burlington,"NULL",43.39088,-79.7884,43.39234,-79.7872,43.38964,-79.7899,f,ChIJf7_MUMNhK4gREteVGCrLZF0,"96R6+9J Burlington, Ontario",87M296R6+9J,NULL,3.7,ChIJf7_MUMNhK4gREteVGCrLZF0,restaurant,43,jiayan chinese restaurant,t,2024-12-31 05:23:59.072905
66,557,China Taste,OPERATIONAL,"3650 Dundas St, Burlington, ON L7M 4B8, Canada", Burlington,"NULL",43.3908,-79.8226,43.3921,-79.8213,43.3894,-79.824,f,ChIJzetgves2K4gRBCTF2ggO0Io,"95RG+8X Burlington, Ontario",87M295RG+8X,NULL,3.8,ChIJzetgves2K4gRBCTF2ggO0Io,restaurant,204,china taste,t,2024-12-31 05:23:59.110624
67,876,MY Chinese DISH,OPERATIONAL,"Unit1&2, 3480 Fairview St, Burlington, ON L7N 2R5, Canada", Burlington,"NULL",43.35722,-79.7816,43.35863,-79.7803,43.35593,-79.783,f,ChIJL64HL-lhK4gRKMz59l_71So,"9649+V9 Burlington, Ontario",87M29649+V9,NULL,4.6,ChIJL64HL-lhK4gRKMz59l_71So,restaurant,490,my chinese dish,t,2024-12-31 05:23:59.15163
68,153,Bo Chin Chinese Food,OPERATIONAL,"1500 Upper Middle Rd, Burlington, ON L7P 3P5, Canada", Burlington,"NULL",43.35607,-79.845,43.35747,-79.8436,43.35477,-79.8463,f,ChIJIQK0bZhhK4gRqxbz34vXFyQ,"9544+C2 Burlington, Ontario",87M29544+C2,NULL,4,ChIJIQK0bZhhK4gRqxbz34vXFyQ,restaurant,166,bo chin chinese food,t,2024-12-31 05:23:59.191646
69,534,Red Chillie,OPERATIONAL,"3505 Upper Middle Rd, Burlington, ON L7M 4C6, Canada", Burlington,"NULL",43.3795,-79.8085,43.38081,-79.8071,43.37811,-79.8098,f,ChIJLfzVVQthK4gR2pdhMFkqh_g,"95HR+QJ Burlington, Ontario",87M295HR+QJ,NULL,3.5,ChIJLfzVVQthK4gR2pdhMFkqh_g,restaurant,106,red chillie,t,2024-12-31 05:23:59.231687
70,744,Panda Chopsticks Chinese Restaurant,OPERATIONAL,"650 Plains Rd E, Burlington, ON L7T 2E9, Canada", Burlington,"NULL",43.32241,-79.8307,43.32389,-79.8297,43.32119,-79.8324,f,ChIJeXCw5gmeLIgRo8GxhZ8m3UU,"85C9+XP Burlington, Ontario",87M285C9+XP,NULL,4.2,ChIJeXCw5gmeLIgRo8GxhZ8m3UU,restaurant,203,panda chopsticks chinese restaurant,t,2024-12-31 05:23:59.271457
71,385,JF Chen Chinese Food,OPERATIONAL,"2475 Appleby Line E4, Burlington, ON L7L 0B6, Canada", Burlington,"NULL",43.4059,-79.8062,43.40726,-79.8048,43.40456,-79.8075,f,ChIJ2T-Y5UlhK4gRygqtKLe_Sbw,"C54V+9G Burlington, Ontario",87M2C54V+9G,NULL,3.5,ChIJ2T-Y5UlhK4gRygqtKLe_Sbw,meal_takeaway,164,jf chen chinese food,t,2024-12-31 05:23:59.310441
72,786,Famous Wok,OPERATIONAL,"777 Guelph Line, Burlington, ON L7R 3N2, Canada", Burlington,"NULL",43.34851,-79.7936,43.34962,-79.7924,43.34692,-79.7964,f,ChIJRZQ2lxBhK4gRSA_PwWJGd50,"86X4+CH Burlington, Ontario",87M286X4+CH,NULL,4.4,ChIJRZQ2lxBhK4gRSA_PwWJGd50,meal_takeaway,25,famous wok,t,2024-12-31 05:23:59.351717
73,704,Aroma Kitchen,OPERATIONAL,"566 Plains Rd E, Burlington, ON L7T 2E5, Canada", Burlington,"NULL",43.32057,-79.8338,43.32201,-79.8326,43.31931,-79.8353,f,ChIJtQ0wpKydLIgRFyCPOCQtHg8,"85C8+6F Burlington, Ontario",87M285C8+6F,NULL,3.5,ChIJtQ0wpKydLIgRFyCPOCQtHg8,restaurant,2,aroma kitchen,t,2024-12-31 05:23:59.390845
74,345,BURLINGTON HAKKA AND MOMO HUB.,OPERATIONAL,"2388 Fairview St, Burlington, ON L7R 2E4, Canada", Burlington,"NULL",43.3448,-79.7996,43.34629,-79.7986,43.34359,-79.8013,f,ChIJwW8z8-hhK4gRWvdCd763C8s,"86V2+W4 Burlington, Ontario",87M286V2+W4,NULL,4.9,ChIJwW8z8-hhK4gRWvdCd763C8s,restaurant,7,burlington hakka and momo hub.,t,2024-12-31 05:23:59.436193
75,353,1st Choice Kitchen,OPERATIONAL,"2405 Fairview St, Burlington, ON L7R 2E4, Canada", Burlington,"NULL",43.34611,-79.7997,43.3473,-79.7981,43.3446,-79.8008,f,ChIJVVUl78RhK4gRR4vsY53hVkM,"86W2+C4 Burlington, Ontario",87M286W2+C4,NULL,NULL,ChIJVVUl78RhK4gRR4vsY53hVkM,restaurant,NULL,1st choice kitchen,t,2024-12-31 05:23:59.474606
76,678,Oakville Hakka House,OPERATIONAL,"516 Plains Rd E, Burlington, ON L7T 2E1, Canada", Burlington,"NULL",43.31907,-79.8356,43.32035,-79.8344,43.31765,-79.8371,f,ChIJNy336cydLIgR5YruZTIMf-8,"8597+JQ Burlington, Ontario",87M28597+JQ,NULL,4.6,ChIJNy336cydLIgR5YruZTIMf-8,meal_takeaway,436,oakville hakka house,t,2024-12-31 05:23:59.516452
77,266,BurgerTone,OPERATIONAL,"2025 Upper Middle Rd, Burlington, ON L7P 4K1, Canada", Burlington,"NULL",43.35823,-79.8436,43.35956,-79.8422,43.35686,-79.8449,f,ChIJb8i_rrhjK4gR9TNUIhevwNE,"9554+7H Burlington, Ontario",87M29554+7H,NULL,4.7,ChIJb8i_rrhjK4gR9TNUIhevwNE,restaurant,471,burgertone,t,2024-12-31 05:23:59.553979
78,493,Mr. Jack's,OPERATIONAL,"3300 Fairview St Unit#: 9, Burlington, ON L7N 3N7, Canada", Burlington,"NULL",43.35325,-79.7862,43.35465,-79.785,43.35195,-79.7877,f,ChIJ9_F5w2xhK4gR2g40141IyUE,"9637+7G Burlington, Ontario",87M29637+7G,NULL,4.3,ChIJ9_F5w2xhK4gR2g40141IyUE,restaurant,108,mr. jack's,t,2024-12-31 05:23:59.592526
79,32,Dunky's Beach Shack,OPERATIONAL,"1086 Lakeshore Rd., Burlington, ON L7S 1A7, Canada", Burlington,"NULL",43.30879,-79.7998,43.31011,-79.7987,43.30741,-79.8014,f,ChIJ92R5Y96fLIgRjPnYPHwzoIg,"8652+G3 Burlington, Ontario",87M28652+G3,NULL,4.9,ChIJ92R5Y96fLIgRjPnYPHwzoIg,restaurant,59,dunky's beach shack,t,2024-12-31 05:23:59.630685
80,510,Hoser Burger,OPERATIONAL,"3420 Rebecca Street, 4040 Palladium Way, Burlington, ON L7M 0V6, Canada", Burlington,"NULL",43.39672,-79.8289,43.39799,-79.8275,43.39529,-79.8302,f,ChIJuTSXqhzT1IkR_hbDTnSrrEo,"95WC+MC Burlington, Ontario",87M295WC+MC,NULL,4.2,ChIJuTSXqhzT1IkR_hbDTnSrrEo,restaurant,5,hoser burger,t,2024-12-31 05:23:59.675046
81,354,Meatheadz,OPERATIONAL,"2405 Fairview St, Burlington, ON L7R 2E4, Canada", Burlington,"NULL",43.34611,-79.7997,43.3473,-79.7981,43.3446,-79.8008,f,ChIJu-VFn7BhK4gRSkAtc21a_04,"86W2+C4 Burlington, Ontario",87M286W2+C4,NULL,2.3,ChIJu-VFn7BhK4gRSkAtc21a_04,restaurant,3,meatheadz,t,2024-12-31 05:23:59.712178
82,92,Halibut 'N' Malt Fish & Chips,OPERATIONAL,"1250 Brant St #4, Burlington, ON L7P 1X8, Canada", Burlington,https://halibutnmalt.ca/,43.34264,-79.8284,43.34403,-79.8271,43.34133,-79.8298,f,ChIJCdrLtfhhK4gR5osFqvGHqi8,"85VC+2J Burlington, Ontario",87M285VC+2J,NULL,4.4,ChIJCdrLtfhhK4gR5osFqvGHqi8,restaurant,565,halibut 'n' malt fish & chips,t,2024-12-31 05:23:59.754481
83,560,The French Fry Guy,OPERATIONAL,"4305 Fairview St, Burlington, ON L7L 2A4, Canada", Burlington,"NULL",43.36782,-79.7702,43.36945,-79.7686,43.36675,-79.7713,f,ChIJU5vSHK1hK4gRRPjcAI3bF5A,"969H+4W Burlington, Ontario",87M2969H+4W,NULL,4.4,ChIJU5vSHK1hK4gRRPjcAI3bF5A,restaurant,313,the french fry guy,t,2024-12-31 05:23:59.792712
84,494,The Eddie,OPERATIONAL,"3300 Fairview St Unit#: 9, Burlington, ON L7N 3N7, Canada", Burlington,"NULL",43.35345,-79.786,43.35481,-79.7847,43.35211,-79.7874,f,ChIJyQ_YbRVhK4gRlvkiaXGS9EQ,"9637+9J Burlington, Ontario",87M29637+9J,NULL,5,ChIJyQ_YbRVhK4gRlvkiaXGS9EQ,restaurant,5,the eddie,t,2024-12-31 05:23:59.830276
85,258,London Shawarma & Burger (Halal) Karabakh kabab house,OPERATIONAL,"2011 Plains Rd E unit #3, Burlington, ON L7R 0A6, Canada", Burlington,"NULL",43.33879,-79.8174,43.34003,-79.8161,43.33733,-79.8188,f,ChIJF-vR6RJhK4gRBZzTvyd7OuI,"85QM+G2 Burlington, Ontario",87M285QM+G2,NULL,4.8,ChIJF-vR6RJhK4gRBZzTvyd7OuI,restaurant,213,london shawarma & burger (halal) karabakh kabab house,t,2024-12-31 05:23:59.868724
86,389,Tribute Bands,OPERATIONAL,"2477 Glenwood School Dr, Burlington, ON L7R 0C9, Canada", Burlington,"NULL",43.34991,-79.8027,43.35117,-79.8013,43.34848,-79.804,f,ChIJZ0bvW8FhK4gRMoBiD6am6-c,"85XW+XW Burlington, Ontario",87M285XW+XW,NULL,NULL,ChIJZ0bvW8FhK4gRMoBiD6am6-c,store,NULL,tribute bands,t,2024-12-31 05:23:59.907568
87,836,B Town Sound,OPERATIONAL,"919 Fraser Dr, Burlington, ON L7L 4X8, Canada", Burlington,"NULL",43.36665,-79.7828,43.36798,-79.7812,43.36528,-79.7839,f,ChIJI4BFX1NgK4gRlLDcmVM8l3k,"9689+Q2 Burlington, Ontario",87M29689+Q2,NULL,4.7,ChIJI4BFX1NgK4gRlLDcmVM8l3k,store,96,b town sound,t,2024-12-31 05:23:59.952607
88,515,Hangry Chicken,OPERATIONAL,"3450 Dundas St Unit B6, Burlington, ON L7M 4B8, Canada", Burlington,"NULL",43.39019,-79.8242,43.39157,-79.8228,43.38887,-79.8255,f,ChIJdx10DyRhK4gRqPkND3qafoo,"95RG+38 Burlington, Ontario",87M295RG+38,NULL,4.4,ChIJdx10DyRhK4gRqPkND3qafoo,restaurant,342,hangry chicken,t,2024-12-31 05:23:59.991617
89,645,Kukuâ€™s Chicken,OPERATIONAL,"461 Guelph Line, Burlington, ON L7R 3L8, Canada", Burlington,"NULL",43.3396,-79.7848,43.34091,-79.7835,43.33821,-79.7862,f,ChIJxWm8XuphK4gRHoPwx-vgezE,"86Q8+R3 Burlington, Ontario",87M286Q8+R3,NULL,4.7,ChIJxWm8XuphK4gRHoPwx-vgezE,restaurant,107,kukuâ€™s chicken,t,2024-12-31 05:24:00.038445
90,614,Jack Hoffinme's Sea Food,OPERATIONAL,"4345 N Service Rd, Burlington, ON L7L 4X7, Canada", Burlington,"NULL",43.37659,-79.7786,43.37802,-79.7771,43.37532,-79.7798,f,ChIJ559qBFxhK4gRGhthYRvOLNk,"96GC+JH Burlington, Ontario",87M296GC+JH,NULL,5,ChIJ559qBFxhK4gRGhthYRvOLNk,restaurant,2,jack hoffinme's sea food,t,2024-12-31 05:24:00.077671
91,533,Genki Fish And Chips,OPERATIONAL,"3505 Upper Middle Rd, Burlington, ON L7M 4C6, Canada", Burlington,"NULL",43.3795,-79.8075,43.38091,-79.8062,43.37821,-79.8089,f,ChIJpV3-y9FhK4gR_w_qdoRdTrs,"95HV+R2 Burlington, Ontario",87M295HV+R2,NULL,5,ChIJpV3-y9FhK4gR_w_qdoRdTrs,restaurant,1,genki fish and chips,t,2024-12-31 05:24:00.117619
92,760,Dave's Fish Market Inc,OPERATIONAL,"685 Plains Rd E, Burlington, ON L7T 2E8, Canada", Burlington,"NULL",43.32402,-79.8305,43.32531,-79.8291,43.32261,-79.8318,f,ChIJf6IW9uGdLIgRbXx-znxgqGM,"85F9+JQ Burlington, Ontario",87M285F9+JQ,NULL,4.4,ChIJf6IW9uGdLIgRbXx-znxgqGM,food,249,dave's fish market inc,t,2024-12-31 05:24:00.15617
93,314,Fishing Sushi Burlington,OPERATIONAL,"2201 Brant St Unit #18, Burlington, ON L7P 3N8, Canada", Burlington,"NULL",43.35718,-79.8427,43.35844,-79.8415,43.35574,-79.8442,f,ChIJL80EKgFjK4gR4hyoju4pg1o,"9544+VW Burlington, Ontario",87M29544+VW,NULL,4.7,ChIJL80EKgFjK4gR4hyoju4pg1o,meal_takeaway,247,fishing sushi burlington,t,2024-12-31 05:24:00.196468
94,771,Siam Dish Thai Cuisine,OPERATIONAL,"730 Guelph Line, Burlington, ON L7R 3N5, Canada", Burlington,"NULL",43.34514,-79.7953,43.34662,-79.7938,43.34392,-79.7965,f,ChIJxTmopTqeLIgRacSxMx93Imk,"86W3+3V Burlington, Ontario",87M286W3+3V,NULL,4.1,ChIJxTmopTqeLIgRacSxMx93Imk,meal_delivery,378,siam dish thai cuisine,t,2024-12-31 05:24:00.296412
95,659,Hoseki Sushi,OPERATIONAL,"491 Appleby Line #103, Burlington, ON L7L 2Y1, Canada", Burlington,"NULL",43.3684,-79.7546,43.36982,-79.7531,43.36712,-79.7558,f,ChIJfyIj7olhK4gRwe-okCYgX0s,"969W+95 Burlington, Ontario",87M2969W+95,NULL,4.8,ChIJfyIj7olhK4gRwe-okCYgX0s,restaurant,239,hoseki sushi,t,2024-12-31 05:24:00.35657
96,552,Chef Martin's Sushi House,OPERATIONAL,"361 Brant St, Burlington, ON L7R 2E7, Canada", Burlington,"NULL",43.32492,-79.7965,43.32624,-79.7952,43.32354,-79.7979,f,ChIJ9xGoUx-fLIgRY2iVI0HTwRQ,"86F3+XC Burlington, Ontario",87M286F3+XC,NULL,4.6,ChIJ9xGoUx-fLIgRY2iVI0HTwRQ,restaurant,32,chef martin's sushi house,t,2024-12-31 05:24:00.395688
97,346,Gusto Restaurant,OPERATIONAL,"2388 Fairview St, Burlington, ON L7R 2E4, Canada", Burlington,"NULL",43.3448,-79.7996,43.34632,-79.7985,43.34362,-79.8012,f,ChIJ-YZU_XVhK4gRSFf0TGS81NU,"86V2+W4 Burlington, Ontario",87M286V2+W4,NULL,4.5,ChIJ-YZU_XVhK4gRSFf0TGS81NU,restaurant,65,gusto restaurant,t,2024-12-31 05:24:00.434381
98,86,Prince of India Burlington,OPERATIONAL,"1235 Fairview St, Burlington, ON L7S 2H9, Canada", Burlington,https://princeofindia.restaurant/,43.33088,-79.8198,43.33221,-79.8184,43.32951,-79.8211,f,ChIJd19YU7ufLIgRmBdm-rvDq0o,"85JJ+93 Burlington, Ontario",87M285JJ+93,NULL,4.4,ChIJd19YU7ufLIgRmBdm-rvDq0o,restaurant,1215,prince of india burlington,t,2024-12-31 05:24:00.474831
99,305,Nawabs Indian Cuisine,OPERATIONAL,"2180 Itabashi Way Unit # D4, Burlington, ON L7M 5A5, Canada", Burlington,"NULL",43.38706,-79.7949,43.3885,-79.7934,43.3858,-79.7961,f,ChIJsfQaNWlhK4gRIgo6hbGMx3o,"96P4+R2 Burlington, Ontario",87M296P4+R2,NULL,4.2,ChIJsfQaNWlhK4gRIgo6hbGMx3o,restaurant,443,nawabs indian cuisine,t,2024-12-31 05:24:00.514649
100,610,Bombay Chili,OPERATIONAL,"4265 Thomas Alton Blvd, Burlington, ON L7M 0M9, Canada", Burlington,"NULL",43.40073,-79.823,43.40204,-79.8215,43.39934,-79.8242,f,ChIJs0MZInxhK4gRXes1u27D3fQ,"C52G+7R Burlington, Ontario",87M2C52G+7R,NULL,4.4,ChIJs0MZInxhK4gRXes1u27D3fQ,restaurant,352,bombay chili,t,2024-12-31 05:24:00.557507
101,624,Mughal Spices Burlington,OPERATIONAL,"4460 Fairview St, Burlington, ON L7L 5P9, Canada", Burlington,"NULL",43.37196,-79.763,43.37342,-79.7617,43.37072,-79.7644,f,ChIJfy2JSaBhK4gR_Yxe_vywGHU,"96CP+QQ Burlington, Ontario",87M296CP+QQ,NULL,4.9,ChIJfy2JSaBhK4gR_Yxe_vywGHU,restaurant,468,mughal spices burlington,t,2024-12-31 05:24:00.596243
102,245,Bombay Vintage,OPERATIONAL,"2000 Appleby Line Unit F4, Burlington, ON L7L 6M6, Canada", Burlington,"NULL",43.39353,-79.7914,43.39481,-79.7902,43.39211,-79.7929,f,ChIJdXvW-PFhK4gRTAeiyWSrevA,"96V5+CC Burlington, Ontario",87M296V5+CC,NULL,4.6,ChIJdXvW-PFhK4gRTAeiyWSrevA,meal_delivery,488,bombay vintage,t,2024-12-31 05:24:00.638847
103,133,Shruti's Kitchen,OPERATIONAL,"1413 Treeland St, Burlington, ON L7R 4S1, Canada", Burlington,"NULL",43.33906,-79.8214,43.34029,-79.8199,43.33759,-79.8226,f,ChIJC1AfGURhK4gRMovtKtVOZtM,"85QH+JC Burlington, Ontario",87M285QH+JC,NULL,4.8,ChIJC1AfGURhK4gRMovtKtVOZtM,meal_takeaway,125,shruti's kitchen,t,2024-12-31 05:24:00.676954
104,807,Bombay Biryani,OPERATIONAL,"814 Brant St, Burlington, ON L7R 2J5, Canada", Burlington,"NULL",43.33406,-79.8107,43.33544,-79.8093,43.33274,-79.812,f,ChIJaYlLMxyfLIgR1BbWj7vmDoU,"85MQ+JP Burlington, Ontario",87M285MQ+JP,NULL,4.1,ChIJaYlLMxyfLIgR1BbWj7vmDoU,restaurant,179,bombay biryani,t,2024-12-31 05:24:00.71483
105,497,Jeera,OPERATIONAL,"3315 Fairview St Unit 6, Burlington, ON L7N 3N9, Canada", Burlington,"NULL",43.35484,-79.7865,43.35602,-79.7851,43.35332,-79.7878,f,ChIJx9_1Fk5hK4gR5IRTt647sjw,"9637+WC Burlington, Ontario",87M29637+WC,NULL,5,ChIJx9_1Fk5hK4gR5IRTt647sjw,restaurant,31,jeera,t,2024-12-31 05:24:00.7544
106,329,T.O.'s Kathi Roll Eatery Burlington,OPERATIONAL,"2321 Appleby Line Unit H4, Burlington, ON L7M 4P9, Canada", Burlington,"NULL",43.40405,-79.803,43.40534,-79.8017,43.40264,-79.8044,f,ChIJw3vNowthK4gRUAImgiwConA,"C53W+JR Burlington, Ontario",87M2C53W+JR,NULL,4.1,ChIJw3vNowthK4gRUAImgiwConA,restaurant,195,t.o.'s kathi roll eatery burlington,t,2024-12-31 05:24:00.792272
107,84,Toss It Up - Fusion Indian Eatery Restaurant and Bar,OPERATIONAL,"1233 Dillon Rd, Burlington, ON L7M 1K6, Canada", Burlington,https://tossituprestobar.com/,43.36933,-79.8002,43.37078,-79.7987,43.36809,-79.8014,f,ChIJU93fLmxhK4gRUtfpJeIgOPg,"959X+PW Burlington, Ontario",87M2959X+PW,NULL,4.4,ChIJU93fLmxhK4gRUtfpJeIgOPg,restaurant,94,toss it up - fusion indian eatery restaurant and bar,t,2024-12-31 05:24:00.831947
